Property ID,Property ZIP,Year Built,Unit,Beds,Baths,Floorplan,Lease Id,Type,Tenant Id,Online?,Renewal,Lease Start,Lease End,Rent,Income,Verified Income,Employer,Status,Birthday,Previous City,Previous State,Previous ZIP,Previous Country,Referral,Moving From,Industry,Pets1,Pets2,Pets3,Insurent1,Insurent2,Score,Unit,Unit Type,SF,Resident,Market Rent,Actual Rent,Move In Date,Lease Expiration Date,Move Out Date,Married,Household Type,Gender,# of Occupants,# of Children,Work from Home?
156212,10028,1986,15-F,3,2.5,"3 Bed / 2.5 Bath, 1050 sq. ft.",21346622,INDIVIDUAL,53499543,Y,FALSE,5/2/2016,6/30/2017,11050,324870,597856,GIC Pte Ltd,Closed,11/1/1981,New York,NY,10022,US,Personal Referral,Manhattan,"Financial (banking, accountant, insurance)",No,None,none,No,0,7.6,15-F,c5-col,1390,t0137121,11000,11050,05/02/2016,06/30/2017,0,Yes,Family,M,4,2,N
162194,11217,2013,25F,0,1,"STU, 1 BA",21106642,INDIVIDUAL,53025942,Y,FALSE,5/8/2016,5/31/2018,2890,135000,146250,L'Oreal USA,Closed,5/1/1984,New York,NY,10019,US,Personal Referral,Manhattan,0,0,None,none,No,0,8.7,25F,0-515m,515,t0025208,5250,2890,5/8/2016,5/31/2018,0,N,Single,M,1,0,No
162194,11217,2013,6H,0,1,"STU, 1 BA",20989173,INDIVIDUAL,52811552,Y,FALSE,5/11/2016,5/31/2018,2675,140000,140000,Chobani,Closed,8/1/1975,Minneapolis,MN,55409,US,Broker,USA,0,0,Two,two,No,0,8.7,6H,0-638m,638,t0025203,5250,2675,5/11/2016,5/31/2018,0,N,Single,F,1,0,No
162194,11217,2013,40B,0,1,"STU, 1 BA",21946786,INDIVIDUAL,54595669,Y,FALSE,5/15/2016,5/31/2017,2800,0,0.12,Family,Closed,6/1/1994,Brooklyn,NY,11201,US,Broker,Brooklyn,"Student (undergraduate, graduate)",No,None,none,No,0,4.6,40B,0-510mw,510,t0025260,5250,2800,5/15/2016,5/31/2017,0,N,Single,F,1,0,No
156212,10028,1986,26-A,4,3.5,4 Bed / 3.5 Bath,21467245,INDIVIDUAL,53708246,N,FALSE,5/15/2016,7/31/2017,15750,740000,375000,Axis Capital,Closed,5/1/1963,Gladwyne,PA,19035,US,Broker,Tri-state,"Financial (banking, accountant, insurance)",No,0,none,No,0,8.2,26-A,d4-col,1973,t0137283,16000,15750,05/15/2016,07/31/2017,0,Yes,Family,M,6,4,N
162194,11217,2013,16A,1,1,"1 BR, 1 BA, Balcony",20759912,INDIVIDUAL,52397967,Y,FALSE,5/17/2016,7/31/2017,3600,140337,71837.01,SUNY Downstate Medical Center,Closed,3/1/1986,Brooklyn,NY,11226,US,Broker,Brooklyn,0,0,None,none,No,0,6.5,16A,1-731mb,731,t0025192,6300,3600,5/17/2016,7/31/2017,0,?,Couple,MF,2,0,No
162194,11217,2013,29F,0,1,"STU, 1 BA",21474645,INDIVIDUAL,53726940,Y,FALSE,5/21/2016,5/31/2017,2900,160000,160000,Bkstg,Closed,4/1/1987,Brooklyn,NY,11226,US,Broker,Brooklyn,0,0,None,none,No,0,8.1,29F,0-511m,511,t0025231,5302.5,2900,5/21/2016,5/31/2017,0,?,Couple,MF,2,0,No
197121,10016,0,16E,1,1,1-BED / 1-BATH,20884299,INDIVIDUAL,52629358,N,FALSE,5/23/2016,2/28/2017,3817,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,16E,1bd/1b-r,683,t0025295,3680,3817,5/23/2016,2/28/2017,0,N,Roommates,F,2,0,Yes
145511,10009,0,11F,1,1,1 Bed/1 Bath + Terrace,21916932,INDIVIDUAL,54540519,Y,FALSE,5/23/2016,8/31/2017,3450,0,0,Self,Closed,5/1/1982,New York,NY,10009,US,Streeteasy,0,0,0,None,none,No,0,-1,11F,1-568tra,568,t0025293,5166.15,3450,6/1/2016,8/31/2017,0,?,Couple,MF,2,0,Not Available
156212,10028,1986,19-B,1,1,1 Bed / 1 Bath,21852629,INDIVIDUAL,54428351,Y,FALSE,5/23/2016,5/31/2017,4000,185000,210000,Fast Track Leasing,Closed,8/1/1953,Boynton Beach,FL,33473,US,Streeteasy,USA,"Financial (banking, accountant, insurance)",No,None,none,No,0,8.5,19-B,a41-col,625,t0137971,4000,4000,05/24/2016,05/31/2017,0,Yes,Couple,M,2,0,N
156212,10028,1986,19-A,0,1,Studio/1Bath,22081891,INDIVIDUAL,54847501,N,FALSE,5/23/2016,5/31/2017,3000,41000,0,Apple,Closed,11/1/1988,Minneapolis,MN,55401,US,Sign,USA,"Technology (computer, IT)",No,0,none,No,0,-50,19-A,a11-col,450,t0137975,3000,3000,05/24/2016,05/31/2017,0,No,Single,F,1,0,N
162194,11217,2013,41C,0,1,"STU, 1 BA",22115641,INDIVIDUAL,54903473,Y,FALSE,5/26/2016,5/31/2017,3200,120000,120000,Conde Nast,Closed,1/1/1989,Charlotte,NC,28203,US,Broker,Tri-state,0,0,None,none,No,0,8.7,41C,0-610mw,610,t0025270,5000,3200,5/26/2016,5/31/2017,0,N,Single,M,1,0,No
145511,10009,0,9G,1,1,1 Bed/1 Bath,21847864,INDIVIDUAL,54417743,Y,FALSE,5/27/2016,6/30/2017,3195,88000,94000,Laurent-Perrier US,Closed,7/1/1986,New York,NY,10009,US,Personal Referral,0,0,0,One,three,No,0,7.6,9G,1-575ra,575,t0025275,5165.16,3195,6/1/2016,6/30/2017,0,?,Couple,MF,2,0,Not Available
162194,11217,2013,21G,0,1,"STU, 1 BA",21431785,INDIVIDUAL,53644931,Y,FALSE,5/29/2016,5/31/2018,2675,70000,0,N/A,Closed,2/1/1984,Brooklyn,NY,11205,US,Broker,Brooklyn,0,0,Two,two,No,0,4.4,21G,0-521m,521,t0025242,5250,2675,5/29/2016,5/28/2018,0,N,Single,M,1,0,No
162194,11217,2013,33J,1,1,"1 BR, 1 BA, Balcony",21234731,INDIVIDUAL,53282272,Y,FALSE,5/30/2016,10/31/2017,3850,150000,150000,D.E Shaw,Closed,2/1/1983,New York,NY,10016,US,Website,Manhattan,0,0,None,none,No,0,8.3,33J,1-683mb,683,t0025219,6300,3850,5/30/2016,5/31/2017,0,N,Single,M,1,0,No
162194,11217,2013,14J,0,1,"STU, 1 BA",21341884,STUDENT,53481253,Y,FALSE,5/30/2016,5/31/2017,2850,0,0.01,Na,Closed,1/1/1995,New York,NY,10009,US,Apartments.com,Manhattan,"Student (undergraduate, graduate)",No,None,none,No,0,3.2,14J,0-560m,560,t0025229,5250,2850,5/30/2016,5/31/2017,0,N,Single,F,1,0,No
156212,10028,1986,28-F,3,2.5,3 Bed / 2.5 Bath,21501899,INDIVIDUAL,53771840,Y,FALSE,5/31/2016,7/31/2017,12250,380000,215000,Seabury Group,Closed,9/1/1977,New York,NY,10128,US,Broker,Manhattan,"Financial (banking, accountant, insurance)",Dog less than 15 lbs,One,one,No,0,8.4,28-F,c3-col,1390,t0137502,11000,12250,05/31/2016,07/31/2017,0,Yes,Family,M,4,2,N
197121,10016,0,03B,0,1,STUDIO / 1 - BATH,21711065,INDIVIDUAL,52735159,N,TRUE,6/1/2016,3/31/2017,2680,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,03B,0-u,497,t0024952,2680,2680,3/25/2014,3/31/2017,0,N ,Single,F,1,0,Yes
197121,10016,0,9L,2,2,2-BED/ 2 BATH,21985000,INDIVIDUAL,54666689,Y,FALSE,6/1/2016,6/30/2017,6700,70000,54000,AlphaSights,Closed,3/1/1992,New York,NY,10010,US,Personal Referral,0,0,0,None,none,No,0,-1,09L,3-Jr2BR,1155,t0025282,6700,6700,6/1/2016,6/30/2017,0,N,Roommates,M,3,0,No
197121,10016,0,06J,1,1,1-BED / 1-BATH,21986066,INDIVIDUAL,54669663,Y,FALSE,6/1/2016,6/30/2017,3800,0,0,NYU Medical Center,Closed,12/1/1976,San Francisco,CA,94122,US,Streeteasy,0,0,0,None,none,No,0,-1,06J,1-r,658,t0025280,3800,3800,6/1/2016,6/30/2017,0,N,Roommates,MF,3,0,No
197121,10016,0,09F,0,1,STUDIO / 1 - BATH,22125025,INDIVIDUAL,54932980,Y,FALSE,6/1/2016,5/31/2017,3600,76200,0,Memorial Sloan Kettering,Closed,10/1/1990,Sandusky,OH,44870,US,Broker,0,0,0,None,none,No,0,9.5,09F,1-JrR,514,t0025283,3600,3600,6/1/2016,5/31/2017,0,N,Roommates,F,2,0,No
145511,10009,0,12C,0,1,Studio/1 Bath,21869399,INDIVIDUAL,54469089,Y,FALSE,6/1/2016,6/30/2017,2695,97500,100000,The New York Times,Closed,10/1/1982,New York,NY,10014,US,Broker,0,0,0,One,one,No,0,8.3,12C,s-510ra,510,t0025292,5165.16,2695,6/1/2016,6/30/2017,0,N,Single,M,1,0,Not Available
145511,10009,0,6F,0,1,Studio/1 Bath,22067024,GUARANTOR,54821066,Y,FALSE,6/1/2016,5/31/2018,2650,500000,0,UBS,Closed,9/1/1949,New York,NY,10128,US,Streeteasy,0,0,0,None,none,No,0,-1,6F,s-511ra,511,t0025315,5165.16,2650,6/17/2016,5/31/2018,0,N,Single,M,1,0,Not Available
156212,10028,1986,5E,1,1,1 Bed / 1 Bath,20932029,INDIVIDUAL,35169206,N,TRUE,6/1/2016,2/28/2017,3300,75000,75000,TRWAIChiat Day,Approved,9/1/1988,New York,NY,10022,US,Streeteasy,Manhattan,"Creative (media, advertising, fashion)",No,0,none,No,0,8.9,05E,a71-col,675,t0125016,3282,3300,08/06/2014,02/28/2017,0,No,Single,M,1,0,N
156212,10028,1986,6H,0,1,Studio/1Bath,20982720,INDIVIDUAL,38133930,N,TRUE,6/1/2016,2/28/2017,2450,0,0,0,Canceled,1/1/2011,New York,NY,10028,US,Unknown,Manhattan,0,No,0,none,No,0,-100,06H,a21-col,470,t0138410,2725,2450,06/30/2016,02/28/2017,0,No,Single,F,1,0,N
156212,10028,1986,6E,1,1,1 Bed / 1 Bath,21328149,INDIVIDUAL,29815752,N,TRUE,6/1/2016,2/28/2017,3150,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,Manhattan,0,No,0,none,No,0,-100,06E,a71-col,675,t0106229,3282,3150,11/15/2012,02/28/2017,0,No,Single,F,1,0,N
156212,10028,1986,7B,1,1,1 Bed / 1 Bath,21461938,INDIVIDUAL,30496889,N,TRUE,6/1/2016,2/28/2017,3050,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,Manhattan,"Creative (media, advertising, fashion)",No,0,none,No,0,-100,07B,a41-col,575,t0002517,3286,3050,08/22/2004,02/28/2017,0,No,Single,F,1,0,N
156212,10028,1986,7H,0,1,Studio/1Bath,21526989,GUARANTOR,33410692,N,TRUE,6/1/2016,2/28/2017,2550,1000000,0,Owner,Approved,3/1/1947,Juno Beach,FL,33408,US,Broker,USA,0,Dog between 15 and 25 lbs,0,none,No,0,8.4,07H,a21-col,470,t0122024,3025,2550,05/01/2014,02/28/2017,0,No,Single,F,1,0,N
156212,10028,1986,19-F,3,2.5,3 Bed / 2.5 Bath,21624231,INDIVIDUAL,54004092,Y,FALSE,6/1/2016,7/31/2017,11500,400000,500000,Moderna Therapeutics,Closed,3/1/1974,New York,NY,10007,US,Word of Mouth,Manhattan,"Financial (banking, accountant, insurance)",No,None,none,No,0,7.1,19-F,b5-col,1390,t0137562,11000,11500,06/01/2016,08/31/2017,0,Yes,Family,M,5,3,N
156212,10028,1986,7E,1,1,1 Bed / 1 Bath,21698571,INDIVIDUAL,27085941,N,TRUE,6/1/2016,2/28/2017,3075,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,Manhattan,0,No,0,none,No,0,-100,07E,a71-col,675,t0102459,3382,3075,08/15/2012,02/28/2017,0,Yes,Couple,M,2,0,N
156212,10028,1986,8H,0,1,Studio/1Bath,21738752,INDIVIDUAL,30767036,N,TRUE,6/1/2016,1/31/2017,2550,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,-100,08H,a21-col,470,t0002495,2525,2550,12/15/2009,01/31/2017,0,Yes,Single,F,1,0,N
156212,10028,1986,33-A,4,3.5,4 Bed / 3.5 Bath,21813873,INDIVIDUAL,38066822,N,TRUE,6/1/2016,7/31/2017,15500,600000,30000,Parkeast Day School,Closed,10/1/1980,New York,NY,10128,US,Broker,Manhattan,0,No,0,none,No,0,7.7,33-A,d1-col,1973,t0126427,16000,15500,11/01/2014,07/31/2017,0,No,Family,F,3,2,N
156212,10028,1986,9G,1,1,1 Bed / 1 Bath,21940442,INDIVIDUAL,54586564,Y,FALSE,6/1/2016,1/31/2017,3200,105000,105000,Starbucks,Closed,10/1/1968,New York,NY,10028,US,Word of Mouth,Manhattan,"Real estate (developer, broker, architect, hospitality)",No,None,none,No,0,-50,09G,a51-col,605,t0140275,3200,3200,09/15/2016,01/31/2017,0,Yes,Couple,M,2,0,N
162194,11217,2013,29E,1,1,"1 BR, 1 BA, Balcony",20996077,INDIVIDUAL,52832438,Y,FALSE,6/3/2016,6/30/2017,3850,65000,47927,Jeffrey Burns,Approved,5/1/1986,Brooklyn,NY,11201,US,Broker,Brooklyn,0,0,None,none,No,0,3.7,29E,1-725mb,725,t0025218,6300,3850,6/3/2016,6/30/2017,0,?,Couple,MF,2,0,No
156212,10028,1986,5A,0,1,Studio/1Bath,22127521,INDIVIDUAL,54939226,Y,FALSE,6/5/2016,2/28/2017,2500,100000,0,Jet Aviation,Canceled,11/1/1990,New York,NY,10025,US,Property Website,Manhattan,"Creative (media, advertising, fashion)",No,None,none,No,0,8.5,05A,a11-col,415,t0138779,2600,2500,07/01/2016,02/28/2017,0,No,Single,F,1,0,N
156212,10028,1986,6G,1,1,1 Bed / 1 Bath,22010215,INDIVIDUAL,54724559,N,FALSE,6/7/2016,12/31/2016,2700,700000,300000,Ducera Partners LLC,Closed,11/1/1982,New York,NY,10003,US,Sign,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,9,06G,a51-col,605,t0137873,3131,2700,06/07/2016,12/31/2016,0,Yes,Couple,F,2,0,N
162194,11217,2013,27F,0,1,"STU, 1 BA",21938817,STUDENT,54584422,Y,FALSE,6/14/2016,6/30/2017,2800,0,0,N/A,Approved,8/1/1996,Calabasas,CA,91302,US,Broker,Manhattan,"Student (undergraduate, graduate)",No,None,none,No,0,-1,27F,0-515m,515,t0025257,5250,2800,6/14/2016,6/30/2017,0,N,Single,M,1,0,Yes
156212,10028,1986,5D,1,1,1 Bed / 1 Bath,22096905,INDIVIDUAL,54873537,Y,FALSE,6/14/2016,2/28/2017,3200,70000,60600,KBL Management LLC,Canceled,5/1/1989,New York,NY,10025,US,Property Website,Outside USA,"Real estate (developer, broker, architect, hospitality)",No,None,none,No,0,5.1,05D,a61-col,675,t0138894,3271,3200,07/09/2016,02/28/2017,0,Yes,Couple,F,2,0,N
162194,11217,2013,38B,0,1,"STU, 1 BA",21438048,INDIVIDUAL,53655012,Y,FALSE,6/15/2016,6/30/2017,2850,180000,180390,St Barnabas Hospital,Closed,12/1/1983,Washington,DC,20002,US,Broker,USA,0,0,None,none,No,0,9.2,38B,0-510mw,510,t0025243,5250,2800,6/15/2016,6/30/2017,0,N,Single,F,1,0,No
162194,11217,2013,28D,0,1,"STU, 1 BA",22224044,INDIVIDUAL,55103927,Y,FALSE,6/15/2016,6/30/2017,2750,67715,0,Kingsbrook Jewish Medical center,Closed,1/1/1988,San Juan,PR,907,US,Broker,Outside USA,"Medical (doctor, nurse)",No,None,none,No,0,9.4,28D,0-516m,516,t0025305,5000,2750,6/15/2016,6/30/2017,0,Y,Couple,MF,2,0,No
156212,10028,1986,6D,1,1,1 Bed / 1 Bath,21948250,INDIVIDUAL,54599092,N,FALSE,6/15/2016,2/28/2017,3215,60293,60293,NYC Dept. of Education,Closed,11/1/1990,New York,NY,10021,US,Streeteasy,Manhattan,"Education (professor, administrator)",No,0,one,No,0,9.2,06D,a61-col,675,t0137871,3271,3215,06/15/2016,02/28/2017,0,Yes,Couple,M,2,0,N
156212,10028,1986,8A,0,1,Studio/1Bath,21956257,INDIVIDUAL,54612140,Y,FALSE,6/15/2016,1/31/2017,2360,120000,118450.15,Hospital for Special Surgery,Closed,3/1/1987,New York,NY,10028,US,Live in Neighborhood,Manhattan,"Medical (doctor, nurse)",No,None,none,No,0,9.4,08A,a11-col,415,t0137945,2600,2360,06/15/2016,01/31/2017,0,No,Single,M,1,0,N
156212,10028,1986,5H,0,1,Studio/1Bath,22371654,INDIVIDUAL,55386137,N,FALSE,6/17/2016,2/28/2017,2500,5000,0,Ambols Meats,Closed,12/1/1986,New York,NY,10028,US,Broker,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,8.7,05H,a21-col,470,t0138407,2925,2500,06/17/2016,02/28/2017,0,No,Single,F,1,0,N
197121,10016,0,09G,1,1,1-BED / 1-BATH,21701225,INDIVIDUAL,54147183,N,FALSE,6/19/2016,3/31/2017,3900,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,09G,1bd/1b-r,658,t0025030,3720,3900,6/19/2015,3/31/2017,0,N,Couple,MF,2,0,No
156212,10028,1986,14-G,1,1,1 Bed / 1 Bath,22371455,INDIVIDUAL,42932429,Y,FALSE,6/24/2016,10/31/2017,6670,502836,122836,"Larry K. Nick, CPA",Closed,11/1/1965,Armonk,NY,10504,US,Word of Mouth,Tri-state,"Creative (media, advertising, fashion)",No,0,none,No,0,9.1,14-G,b2-col,1075,t0138433,7000,6670,06/24/2016,10/31/2017,0,No,Family,F,3,2,N
197121,10016,0,09B,0,1,STUDIO / 1 - BATH,22750593,INDIVIDUAL,56049950,N,TRUE,6/25/2016,1/31/2017,3170,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,09B,0-u,497,t0025026,3170,3170,6/25/2015,1/31/2017,0,N,Single,M,1,0,No
162194,11217,2013,34A,1,1,"1 BR, 1 BA, Balcony",21394664,INDIVIDUAL,53581260,Y,FALSE,6/25/2016,6/30/2017,3950,108000,108050,Brookhaven National Laboratory,Closed,11/1/1979,Brooklyn,NY,11217,US,Streeteasy,Brooklyn,0,0,None,none,No,0,8,34A,1-731mb,731,t0025253,6300,3950,6/25/2016,6/30/2017,0,? ,Couple,MF,2,0,No
156212,10028,1986,16-G,1,1,1 Bed / 1 Bath,22643293,INDIVIDUAL,55868490,N,FALSE,6/26/2016,8/31/2017,6730,0.1,0.01,Self,Closed,6/1/1965,New York,NY,10036,US,Broker,Outside USA,"Real estate (developer, broker, architect, hospitality)",No,0,none,No,0,3.6,16-G,b2-col,1075,t0138588,7000,6730,06/26/2016,08/31/2017,0,Yes,Family,M,3,1,N
197121,10016,0,07G,1,1,1-BED / 1-BATH,22331934,INDIVIDUAL,55300794,Y,FALSE,6/28/2016,6/30/2017,4050,75700,0,New York University (NYU),Closed,11/1/1983,Farmingdale,NY,11735,US,Broker,0,0,0,None,none,Yes,0,7,07G,1-r,658,t0025299,4050,4050,6/30/2016,6/30/2017,0,Y,Family,MF,2,0,No
197121,10016,0,14GH,3,3,3-BED / 3-BATH,22804849,INDIVIDUAL,56160610,N,TRUE,6/28/2016,2/28/2017,7753,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,14GH,3-2BTU,1541,t0025077,7753,7753,7/5/2015,2/28/2017,0,N,Roommates,M,4,0,No
162194,11217,2013,13J,0,1,"STU, 1 BA",21868808,INDIVIDUAL,54467973,Y,FALSE,6/28/2016,6/30/2017,2850,175000,165483,Leadology-Independent consultant,Closed,7/1/1974,Brooklyn,NY,11237,US,Broker,Brooklyn,0,0,None,none,No,0,9.3,13J,0-560m,560,t0025259,5250,2850,6/28/2016,6/30/2017,0,N,Single,F,1,0,No
156212,10028,1986,13-F,3,2.5,3 Bed / 2.5 Bath,22134128,INDIVIDUAL,54954706,Y,FALSE,6/30/2016,9/30/2017,11000,95000,0,Stifel,Approved,3/1/1987,New York,NY,10029,US,Streeteasy,Manhattan,"Financial (banking, accountant, insurance)",No,None,none,No,0,-1,13-F,c5-col,1390,t0138231,11000,11000,06/30/2016,09/30/2017,0,Yes,Family,M,3,1,N
197121,10016,0,05A,0,1,STUDIO / 1 - BATH,21221374,INDIVIDUAL,53242216,N,FALSE,7/1/2016,6/30/2017,3000,0,0,0,Closed,1/0/1900,0,0,0,0,Transfer,0,0,0,0,none,No,0,-100,05A,0-R,480,t0025290,3000,3000,8/13/2016,6/30/2017,0,N,Single,F,1,0,No
197121,10016,0,16F,0,1,STUDIO / 1 - BATH,22321884,INDIVIDUAL,55284088,Y,FALSE,7/1/2016,6/30/2017,3800,60000,0,Morgan Stanley,Closed,5/1/1994,Hudsonville,MI,49426,US,Broker,0,0,0,None,none,No,0,9.7,16F,1-JrR,514,t0025298,3800,3800,7/1/2016,6/30/2017,0,N,Couple,MF,2,0,No
197121,10016,0,15K,1,1,1-BED / 1-BATH,22359813,INDIVIDUAL,55352463,Y,FALSE,7/1/2016,6/30/2017,4300,110000,0,Goldman Sachs,Closed,5/1/1994,Tucson,AZ,85750,US,Broker,0,0,0,None,none,No,0,9.1,15K,1-TR,658,t0025300,4300,4300,7/1/2016,6/30/2017,0,N,Couple,MF,2,0,No
197121,10016,0,14L,2,2,2-BED/ 2 BATH,22518582,INDIVIDUAL,55620276,Y,FALSE,7/1/2016,6/30/2018,6750,42000,0,Vayner Media,Closed,11/1/1993,New York,NY,10002,US,Broker,0,0,0,None,none,No,0,9.4,14L,3-Jr2BR,1155,t0025310,5677,6750,7/1/2016,6/30/2018,0,N,Roommates,M,3,0,No
197121,10016,0,12K,1,1,1-BED / 1-BATH,22587634,INDIVIDUAL,55769836,Y,FALSE,7/1/2016,6/30/2017,4250,130000,0,Frame.io,Closed,3/1/1989,Chicago,IL,60613,US,Streeteasy,0,0,0,None,none,No,0,9.5,12K,1-r,658,t0025321,4250,4250,7/1/2016,6/30/2017,0,N,Couple,MF,2,0,No
162194,11217,2013,15J,1,1,"1 BR, 1 BA, Terrace",21358610,INDIVIDUAL,34354772,N,TRUE,7/1/2016,6/30/2017,4100,225000,350000,TJH Medical Group,Approved,3/1/1977,Brooklyn,NY,11201,US,Unknown,NYC Other (Staten Island and Bronx),0,0,0,0,No,0,8.7,15J,1-683MT,683,t0025271,6000,4100,7/1/2016,6/30/2017,0,N,Single,M,1,0,No
162194,11217,2013,13E,0,1,"STU, 1 BA",22123306,INDIVIDUAL,54925732,Y,FALSE,7/1/2016,6/30/2017,2650,130000,94931.2,national Grid,Closed,5/1/1982,Brooklyn,NY,11207,US,Streeteasy,Brooklyn,0,0,None,none,No,0,6.5,13E,0-516m,516,t0025291,5050,2650,7/1/2016,6/30/2017,0,N,Single,M,1,0,No
162194,11217,2013,28C,0,1,"STU, 1 BA",22402609,INDIVIDUAL,55442425,Y,FALSE,7/1/2016,6/30/2017,2600,109600,100000,Integral Ad Science,Approved,5/1/1988,Brooklyn,NY,11238,US,Broker,Brooklyn,0,0,None,none,No,0,8.3,28C,0-501m,501,t0025323,5250,2600,7/1/2016,6/30/2017,0,N,Single,F,1,0,No
156212,10028,1986,11F,1,1.5,1BED/1 Bath,20157588,INDIVIDUAL,28049874,N,FALSE,7/1/2016,6/30/2017,5000,0,0,0,Closed,1/0/1900,0,0,0,0,Live in Neighborhood,Manhattan,0,No,0,none,No,0,-100,11-F,b5-col,835,t0140047,5275,5000,09/02/2016,06/30/2017,0,No,Roomates,F,2,0,N
156212,10028,1986,31-F,4,3.5,4 Bed / 3.5 Bath,21996189,INDIVIDUAL,44530938,N,TRUE,7/1/2016,7/31/2018,16480,900000,0,SWIFT,Approved,10/1/1970,Waterloo,  ,1410,BE,Broker,Outside USA,"Financial (banking, accountant, insurance)",No,0,none,No,0,7,31-F,d6-col,1882,t0131343,16000,16480,08/22/2015,07/31/2018,0,Yes,Family,M,4,2,N
156212,10028,1986,18-G,1,1,1 Bed / 1 Bath,22371143,INDIVIDUAL,55384321,N,FALSE,7/1/2016,7/31/2018,6790,225000,225000,RSM US LLP,Closed,11/1/1968,Chicago,IL,60640,US,Broker,USA,"Financial (banking, accountant, insurance)",Dog between 15 and 25 lbs,0,two,No,0,7.3,18-G,b2-col,1075,t0138354,7000,6790,07/01/2016,07/31/2018,0,No,Roomates,F,2,0,N
156212,10028,1986,6B,1,1,1 Bed / 1 Bath,22482359,INDIVIDUAL,31948691,N,TRUE,7/1/2016,2/28/2017,3100,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,Manhattan,"Law (lawyer, legal staff)",No,0,none,No,0,-100,06B,a41-col,575,t0120059,3186,3100,02/15/2014,02/28/2017,0,No,Single,M,1,0,N
156212,10028,1986,18-A,2,2,"2 Bed / 2 Bath, 950 sq. ft.",22662381,INDIVIDUAL,55901159,Y,FALSE,7/1/2016,9/30/2017,6640,260000,109133.07,United Nations,Closed,3/1/1983,Brooklyn,NY,11238,US,Streeteasy,Brooklyn,"Law (lawyer, legal staff)",Dog over 25 lbs,One,one,No,0,8.3,18-A,b1-col,950,t0138691,7000,6640,07/01/2016,09/30/2017,0,Yes,Family,M,4,2,Y
162194,11217,2013,40C,0,1,"STU, 1 BA",21114003,INDIVIDUAL,53048242,Y,FALSE,7/3/2016,7/31/2017,3150,63675,63675,Mount Sinai Hospital,Closed,4/1/1986,New York,NY,10003,US,Personal Referral,Manhattan,0,0,One,one,No,0,7.5,40C,0-610mw,610,t0025209,5250,3150,7/3/2016,7/2/2017,0,N,Couple,MF,2,0,No
162194,11217,2013,21J,1,1,"1 BR, 1 BA, Balcony",21716808,INDIVIDUAL,54172345,Y,FALSE,7/3/2016,7/31/2017,3750,317400,223500.12,NYP Weill Cornell Medical Center,Closed,6/1/1972,Woodstock,NY,12498,US,Broker,Tri-state,0,0,One,one,No,0,8.7,21J,1-683mb,683,t0025254,6300,3750,7/3/2016,7/2/2017,0,N,Single,M,1,0,Yes
162194,11217,2013,30G,0,1,"STU, 1 BA",22902490,INDIVIDUAL,56326193,Y,FALSE,7/8/2016,7/31/2017,2600,109000,109000,The British International School of New York,Closed,9/1/1973,New York,NY,10033,US,Broker,Manhattan,0,0,None,none,No,0,9,30G,0-479m,479,t0025332,5000,2600,7/8/2016,7/31/2017,0,N,Single,M,1,0,No
197121,10016,0,06B,0,1,STUDIO / 1 - BATH,22589049,INDIVIDUAL,55771497,N,TRUE,7/14/2016,3/31/2017,2880,0,0,0,Closed,2/1/1989,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,06B,0-u,497,t0024986,2880,2880,7/14/2014,3/31/2017,0,N,Single,F,1,0,No
162194,11217,2013,6P,0,1,"STU, 1 BA",23001192,INDIVIDUAL,56516305,Y,FALSE,7/14/2016,7/31/2017,2600,100000,100000,Jane Street,Closed,12/1/1988,Ithaca,NY,14850,US,Broker,Tri-state,0,0,None,none,No,0,8.3,6P,0-489m,489,t0025343,5250,2600,7/14/2016,7/13/2017,0,N,Single,M,1,0,No
197121,10016,0,15F,0,1,STUDIO / 1 - BATH,22699501,INDIVIDUAL,55957847,Y,FALSE,7/15/2016,7/31/2017,3800,45000,0,"Vimbly, LLC.",Closed,8/1/1994,Novato,CA,94945,US,Streeteasy,0,0,0,None,none,No,0,9.4,15F,1-JrR,514,t0025327,3800,3800,7/15/2016,7/31/2017,0,N,Roommates,F,2,0,No
